,product_sku,total_submitted_orders,avg_m12_low_price,avg_m12_high_price,total_preds,discount_12m,high_price_12m,active_price_12m,snapshot_date,abs_diff_price,orders_diff
83819,GRB23P753,0,10.0666666666667,10.0666666666667,6.55980986356735,50.0,9.9,4.95,2023-10-30,5.1166666666667,-6.55980986356735
82276,GRB240P2363,0,6.89999999999999,6.89999999999999,2.74768386781216,45.0,6.9,3.795,2023-10-30,3.1049999999999898,-2.74768386781216
108966,GRB241P2394,0,43.1,43.1,1.02746748179197,60.0,44.9,17.96,2023-10-30,25.14,-1.02746748179197
125534,GRB244P10008,0,37.9,37.9,3.00338190793991,60.0,37.9,15.16,2023-10-30,22.74,-3.00338190793991
13733,GRB244P10009,0,56.9,56.9,4.57237586379051,65.0,56.9,19.915,2023-10-30,36.985,-4.57237586379051
7440,GRB244P10010,0,78.9,78.9,4.90622346103191,65.0,78.9,27.615,2023-10-30,51.28500000000001,-4.90622346103191
34220,GRB244P10013,0,37.9,37.9,4.13910883665085,60.0,37.9,15.16,2023-10-30,22.74,-4.13910883665085
77284,GRB244P10132,0,34.9,34.9,3.82638561725616,65.0,34.9,12.215,2023-10-30,22.685,-3.82638561725616
62032,GRB244P10134,0,86.9,86.9,7.6551658064127,65.0,86.9,30.415,2023-10-30,56.48500000000001,-7.6551658064127
49145,GRB244P10136,0,119.9,119.9,10.0476146936417,65.0,119.9,41.965,2023-10-30,77.935,-10.0476146936417
109844,GRB244P10137,0,116.9,116.9,9.8412874341011,65.0,116.9,40.915,2023-10-30,75.98500000000001,-9.8412874341011
10257,GRB244P10138,0,53.9,53.9,5.79197427630424,60.0,53.9,21.56,2023-10-30,32.34,-5.79197427630424
90979,GRB244P10139,0,58.9,58.9,22.8396000862122,55.0,58.9,26.505,2023-10-30,32.394999999999996,-22.8396000862122
34958,GRB244P10140,8,58.9,58.9,6.28772684931755,60.0,58.9,23.56,2023-10-30,35.34,1.7122731506824502
55357,GRB244P10142,0,119.9,119.9,17.4373517036438,65.0,119.9,41.965,2023-10-30,77.935,-17.4373517036438
2753,GRB244P10176,24,15.9000000000001,15.9000000000001,12.634348988533,60.0,15.9,6.36,2023-10-30,9.540000000000099,11.365651011467
103207,GRB244P10177,0,15.9,15.9,3.45232248306274,60.0,15.9,6.36,2023-10-30,9.54,-3.45232248306274
105855,GRB244P10178,0,17.8999999999999,17.8999999999999,5.66275051236153,60.0,17.9,7.16,2023-10-30,10.739999999999899,-5.66275051236153
108302,GRB244P10179,0,34.9000000000001,34.9000000000001,4.3852134346962,60.0,34.9,13.96,2023-10-30,20.940000000000097,-4.3852134346962
108492,GRB244P10180,0,48.9000000000001,48.9000000000001,8.626734405756,60.0,48.9,19.56,2023-10-30,29.3400000000001,-8.626734405756
5742,GRB244P10193,0,41.9,41.9,16.5949584841728,55.0,41.9,18.855,2023-10-30,23.044999999999998,-16.5949584841728
68740,GRB244P10205,0,41.9,41.9,4.04689002037048,65.0,41.9,14.665,2023-10-30,27.235,-4.04689002037048
118313,GRB244P10206,0,58.9,58.9,22.4859332442284,55.0,58.9,26.505,2023-10-30,32.394999999999996,-22.4859332442284
32551,GRB244P10207,0,37.9,37.9,2.95197436213493,60.0,37.9,15.16,2023-10-30,22.74,-2.95197436213493
123055,GRB244P10220,0,39.9,39.9,2.92364111542702,60.0,39.9,15.96,2023-10-30,23.939999999999998,-2.92364111542702
33830,GRB244P10221,0,37.9,37.9,2.95197436213493,60.0,37.9,15.16,2023-10-30,22.74,-2.95197436213493
30124,GRB244P10825,0,24.9,24.9,2.98049180209637,60.0,24.9,9.96,2023-10-30,14.939999999999998,-2.98049180209637
27858,GRB244P10826,0,41.9,41.9,5.86324179172516,60.0,41.9,16.76,2023-10-30,25.139999999999997,-5.86324179172516
72094,GRB244P10827,0,36.9,36.9,2.94624689221382,60.0,36.9,14.76,2023-10-30,22.14,-2.94624689221382
68292,GRB244P10828,0,36.9,36.9,3.06427723169327,65.0,36.9,12.915,2023-10-30,23.985,-3.06427723169327
36540,GRB244P10829,0,129.9,129.9,15.6386423408985,65.0,129.9,45.465,2023-10-30,84.435,-15.6386423408985
104718,GRB244P10865,0,32.9,32.9,2.88184268772602,60.0,32.9,13.16,2023-10-30,19.74,-2.88184268772602
79977,GRB244P10866,0,27.9,27.9,2.72031061351299,60.0,27.9,11.16,2023-10-30,16.74,-2.72031061351299
124942,GRB244P10867,0,52.9,52.9,4.37791061401367,65.0,52.9,18.515,2023-10-30,34.385,-4.37791061401367
70756,GRB244P10869,0,48.9,48.9,4.13199804723263,60.0,48.9,19.56,2023-10-30,29.34,-4.13199804723263
6057,GRB244P10927,16,24.9000000000007,24.9000000000007,10.3183223009109,60.0,24.9,9.96,2023-10-30,14.940000000000698,5.6816776990891
20339,GRB244P10928,0,49.9,49.9,6.20172238349915,60.0,49.9,19.96,2023-10-30,29.939999999999998,-6.20172238349915
29280,GRB244P10979,0,41.9,41.9,2.81776076555252,60.0,41.9,16.76,2023-10-30,25.139999999999997,-2.81776076555252
87548,GRB244P10980,0,48.9,48.9,3.05401772260666,60.0,48.9,19.56,2023-10-30,29.34,-3.05401772260666
90526,GRB244P10984,0,68.9,68.9,3.86713817715645,60.0,68.9,27.56,2023-10-30,41.34,-3.86713817715645
79373,GRB244P10985,0,47.9,47.9,4.16280935704708,65.0,47.9,16.765,2023-10-30,31.134999999999998,-4.16280935704708
129396,GRB244P10986,0,83.9,83.9,10.6595881283283,65.0,83.9,29.365,2023-10-30,54.53500000000001,-10.6595881283283
43043,GRB244P10987,0,68.9,68.9,3.90521867573261,60.0,68.9,27.56,2023-10-30,41.34,-3.90521867573261
71090,GRB244P10988,0,54.9,54.9,4.4675213098526,65.0,54.9,19.215,2023-10-30,35.685,-4.4675213098526
82034,GRB244P10989,0,99.9,99.9,8.9428893327713,65.0,99.9,34.965,2023-10-30,64.935,-8.9428893327713
122340,GRB244P10990,0,91.9,91.9,11.6725297272205,65.0,91.9,32.165,2023-10-30,59.73500000000001,-11.6725297272205
67283,GRB244P10991,0,78.9,78.9,15.9005273580551,60.0,78.9,31.56,2023-10-30,47.34,-15.9005273580551
112933,GRB244P10992,0,51.7571428571429,52.7367346938776,4.62281215190887,65.0,52.9,18.515,2023-10-30,33.2421428571429,-4.62281215190887
62053,GRB244P10993,0,48.9,48.9,4.34560543298721,65.0,48.9,17.115,2023-10-30,31.785,-4.34560543298721
65010,GRB244P10995,0,58.9,58.9,5.18612596392632,60.0,58.9,23.56,2023-10-30,35.34,-5.18612596392632
75525,GRB244P10997,0,36.9,36.9,3.66410109400749,60.0,36.9,14.76,2023-10-30,22.14,-3.66410109400749
10169,GRB244P10998,0,15.9,15.9,2.73407317698002,60.0,15.9,6.36,2023-10-30,9.54,-2.73407317698002
126864,GRB244P11000,16,14.9,14.9,2.33239240944386,60.0,14.9,5.96,2023-10-30,8.940000000000001,13.66760759055614
80709,GRB244P11001,0,15.9,15.9,2.77163043618202,60.0,15.9,6.36,2023-10-30,9.54,-2.77163043618202
53369,GRB244P11003,0,8.89999999999999,8.89999999999999,2.20842081308365,60.0,8.9,3.56,2023-10-30,5.339999999999989,-2.20842081308365
105789,GRB244P11050,8,25.4714285714286,25.9,8.94298219680786,60.0,25.9,10.36,2023-10-30,15.1114285714286,-0.9429821968078596
69022,GRB244P11051,16,41.9000000000001,41.9000000000001,5.09183305501938,60.0,41.9,16.76,2023-10-30,25.140000000000096,10.90816694498062
24733,GRB244P11144,0,48.9,48.9,4.11404086649418,60.0,48.9,19.56,2023-10-30,29.34,-4.11404086649418
41659,GRB244P11145,0,28.9,28.9,4.65604773163795,60.0,28.9,11.56,2023-10-30,17.339999999999996,-4.65604773163795
73121,GRB244P11146,8,39.9,39.9,4.28774741292,60.0,39.9,15.96,2023-10-30,23.939999999999998,3.71225258708
26808,GRB244P11147,0,32.9,32.9,3.20045994222164,60.0,32.9,13.16,2023-10-30,19.74,-3.20045994222164
67591,GRB244P11148,0,22.9,22.9,3.80639836192131,60.0,22.9,9.16,2023-10-30,13.739999999999998,-3.80639836192131
9962,GRB244P11149,0,14.9,14.9,3.4591216892004,60.0,14.9,5.96,2023-10-30,8.940000000000001,-3.4591216892004
118083,GRB244P11150,0,18.9,18.9,2.4587524831295,60.0,18.9,7.56,2023-10-30,11.34,-2.4587524831295
31390,GRB244P11151,8,16.9,16.9,5.11772441864014,60.0,16.9,6.76,2023-10-30,10.139999999999999,2.8822755813598597
100811,GRB244P11152,0,15.9,15.9,3.74389684200287,60.0,15.9,6.36,2023-10-30,9.54,-3.74389684200287
90380,GRB244P11153,0,14.9,14.9,2.27798473834991,60.0,14.9,5.96,2023-10-30,8.940000000000001,-2.27798473834991
96643,GRB244P11690,0,22.8999999999998,22.8999999999998,6.79420650005341,60.0,22.9,9.16,2023-10-30,13.7399999999998,-6.79420650005341
73758,GRB244P11692,0,23.9,24.7571428571429,9.11867594718933,60.0,24.9,9.96,2023-10-30,13.939999999999998,-9.11867594718933
108007,GRB244P11693,16,48.9,48.9,11.9763090610504,60.0,48.9,19.56,2023-10-30,29.34,4.023690938949599
33801,GRB244P11695,0,62.9,62.9,4.20754024386406,60.0,62.9,25.16,2023-10-30,37.739999999999995,-4.20754024386406
68099,GRB244P11742,0,59.9,59.9,3.35011214017868,60.0,59.9,23.96,2023-10-30,35.94,-3.35011214017868
99920,GRB244P11743,8,49.9,49.9,4.49799928069115,65.0,49.9,17.465,2023-10-30,32.435,3.5020007193088496
76135,GRB244P11795,8,78.9000000000001,78.9000000000001,11.5119284689426,60.0,78.9,31.56,2023-10-30,47.3400000000001,-3.5119284689425996
10995,GRB244P11796,0,20.9,20.9,3.03963185846806,60.0,20.9,8.36,2023-10-30,12.54,-3.03963185846806
63182,GRB244P11797,0,28.9,28.9,2.7397333085537,60.0,28.9,11.56,2023-10-30,17.339999999999996,-2.7397333085537
39478,GRB244P11798,0,29.9,29.9,3.53378850221634,60.0,29.9,11.96,2023-10-30,17.939999999999998,-3.53378850221634
112699,GRB244P11799,0,14.9,14.9,3.31752254068851,60.0,14.9,5.96,2023-10-30,8.940000000000001,-3.31752254068851
125843,GRB244P11800,0,13.9,13.9,2.93202063441277,60.0,13.9,5.56,2023-10-30,8.34,-2.93202063441277
105385,GRB244P11801,0,61.9,61.9,3.21749903261662,60.0,61.9,24.76,2023-10-30,37.14,-3.21749903261662
62680,GRB244P11802,54,63.9000000000001,77.6142857142858,4.85531985759735,65.0,79.9,27.965,2023-10-30,35.9350000000001,49.14468014240265
103059,GRB244P11803,0,74.9,74.9,2.02362447977066,60.0,74.9,29.96,2023-10-30,44.940000000000005,-2.02362447977066
34534,GRB244P11804,0,99.9,99.9,8.9428893327713,65.0,99.9,34.965,2023-10-30,64.935,-8.9428893327713
103938,GRB244P11805,0,104.9,104.9,4.90240071713924,65.0,104.9,36.715,2023-10-30,68.185,-4.90240071713924
128781,GRB244P11806,0,62.9,62.9,4.88888324797153,65.0,62.9,22.015,2023-10-30,40.885,-4.88888324797153
24893,GRB244P11807,8,15.9,15.9,5.37226527929306,60.0,15.9,6.36,2023-10-30,9.54,2.6277347207069397
56725,GRB244P11948,0,56.9,58.6142857142858,4.51883091032505,65.0,58.9,20.615,2023-10-30,36.285,-4.51883091032505
84725,GRB244P11949,0,62.9,62.9,4.17054237425327,65.0,62.9,22.015,2023-10-30,40.885,-4.17054237425327
42557,GRB244P12113,0,40.9,40.9,4.15895682573318,60.0,40.9,16.36,2023-10-30,24.54,-4.15895682573318
92563,GRB244P12116,0,51.9,51.9,3.35379260778427,60.0,51.9,20.76,2023-10-30,31.139999999999997,-3.35379260778427
13718,GRB244P12366,0,69.9,69.9,5.43532165884972,65.0,69.9,24.465,2023-10-30,45.435,-5.43532165884972
91624,GRB244P12381,0,14.9,14.9,3.62478551268578,60.0,14.9,5.96,2023-10-30,8.940000000000001,-3.62478551268578
64647,GRB244P12382,0,8.89999999999999,8.89999999999999,3.64935603737831,60.0,8.9,3.56,2023-10-30,5.339999999999989,-3.64935603737831
58400,GRB244P12383,0,5.9,5.9,2.62805996835232,60.0,5.9,2.36,2023-10-30,3.5400000000000005,-2.62805996835232
113631,GRB244P12384,0,4.9,4.9,2.60243122279644,60.0,4.9,1.96,2023-10-30,2.9400000000000004,-2.60243122279644
33305,GRB244P12385,0,4.9,4.9,10.0046799778938,60.0,4.9,1.96,2023-10-30,2.9400000000000004,-10.0046799778938
126658,GRB244P12398,0,119.9,119.9,9.01523894071579,65.0,119.9,41.965,2023-10-30,77.935,-9.01523894071579
37364,GRB244P12451,0,52.9,52.9,7.45057877898216,65.0,52.9,18.515,2023-10-30,34.385,-7.45057877898216
111500,GRB244P12452,0,62.9,62.9,5.46630308032036,65.0,62.9,22.015,2023-10-30,40.885,-5.46630308032036
76317,GRB244P12453,0,104.9,104.9,9.70770761370659,65.0,104.9,36.715,2023-10-30,68.185,-9.70770761370659
66417,GRB244P12454,0,109.9,109.9,17.1849653720856,65.0,109.9,38.465,2023-10-30,71.435,-17.1849653720856
62327,GRB244P12455,6,109.9,109.9,10.4552437067032,65.0,109.9,38.465,2023-10-30,71.435,-4.4552437067032
119240,GRB244P12459,0,94.9,94.9,9.24451720714569,65.0,94.9,33.215,2023-10-30,61.685,-9.24451720714569
46776,GRB244P12493,0,78.9,78.9,4.30261860787868,65.0,78.9,27.615,2023-10-30,51.28500000000001,-4.30261860787868
122366,GRB244P12529,0,58.9,58.9,8.29550343751907,65.0,58.9,20.615,2023-10-30,38.285,-8.29550343751907
85936,GRB244P12568,0,23.9,23.9,4.22613209486008,60.0,23.9,9.56,2023-10-30,14.339999999999998,-4.22613209486008
63812,GRB244P12569,0,39.9,39.9,3.20743502676487,65.0,39.9,13.965,2023-10-30,25.935,-3.20743502676487
3172,GRB244P12570,0,14.9,14.9,3.11956737935543,60.0,14.9,5.96,2023-10-30,8.940000000000001,-3.11956737935543
27932,GRB244P12609,0,49.9,49.9,6.37110224366188,65.0,49.9,17.465,2023-10-30,32.435,-6.37110224366188
21975,GRB244P12610,0,41.9,41.9,4.41566872596741,65.0,41.9,14.665,2023-10-30,27.235,-4.41566872596741
82530,GRB244P12611,12,58.9,58.9,4.79891669750214,65.0,58.9,20.615,2023-10-30,38.285,7.20108330249786
78077,GRB244P12612,0,62.9,62.9,4.17319275438786,60.0,62.9,25.16,2023-10-30,37.739999999999995,-4.17319275438786
33087,GRB244P12613,0,67.7571428571429,69.5938775510205,3.89085334539414,60.0,69.9,27.96,2023-10-30,39.797142857142894,-3.89085334539414
74525,GRB244P12614,0,74.9000000000001,74.9000000000001,8.77606484293938,65.0,74.9,26.215,2023-10-30,48.6850000000001,-8.77606484293938
66763,GRB244P12615,0,94.9,94.9,9.32388812303543,65.0,94.9,33.215,2023-10-30,61.685,-9.32388812303543
36671,GRB244P12616,0,99.9,99.9,14.1897395253181,65.0,99.9,34.965,2023-10-30,64.935,-14.1897395253181
116576,GRB244P12617,0,104.9,104.9,19.3005871772766,65.0,104.9,36.715,2023-10-30,68.185,-19.3005871772766
34441,GRB244P12618,0,99.9,99.9,8.9291375875473,65.0,99.9,34.965,2023-10-30,64.935,-8.9291375875473
113032,GRB244P12619,0,64.9,64.9,4.03797802329063,60.0,64.9,25.96,2023-10-30,38.940000000000005,-4.03797802329063
1531,GRB244P12621,0,36.9,36.9,3.03737197816372,60.0,36.9,14.76,2023-10-30,22.14,-3.03737197816372
74827,GRB244P12622,4,36.9,36.9,2.99225315451622,60.0,36.9,14.76,2023-10-30,22.14,1.00774684548378
49696,GRB244P12623,4,38.9,38.9,3.00952687859535,60.0,38.9,15.56,2023-10-30,23.339999999999996,0.99047312140465
81174,GRB244P12624,0,39.9,39.9,3.31445953249931,60.0,39.9,15.96,2023-10-30,23.939999999999998,-3.31445953249931
37120,GRB244P12626,0,59.9,59.9,4.32041019201279,60.0,59.9,23.96,2023-10-30,35.94,-4.32041019201279
13258,GRB244P12627,0,69.9,69.9,2.94779670238495,60.0,69.9,27.96,2023-10-30,41.940000000000005,-2.94779670238495
109927,GRB244P12628,16,62.9,62.9,10.6803276538849,60.0,62.9,25.16,2023-10-30,37.739999999999995,5.3196723461151
52992,GRB244P12734,0,58.9000000000001,58.9000000000001,6.37742704153061,65.0,58.9,20.615,2023-10-30,38.285000000000096,-6.37742704153061
95543,GRB244P12736,0,78.9000000000001,78.9000000000001,4.8854046612978,65.0,78.9,27.615,2023-10-30,51.28500000000011,-4.8854046612978
63313,GRB244P12737,8,73.9000000000001,73.9000000000001,6.83077257871628,60.0,73.9,29.56,2023-10-30,44.3400000000001,1.1692274212837201
26241,GRB244P12817,0,68.9,68.9,3.17407184839249,60.0,68.9,27.56,2023-10-30,41.34,-3.17407184839249
117802,GRB244P12818,0,83.9000000000001,83.9000000000001,8.92045503854752,65.0,83.9,29.365,2023-10-30,54.53500000000011,-8.92045503854752
75655,GRB244P12820,0,73.9000000000001,73.9000000000001,7.37150786817074,55.0,73.9,33.255,2023-10-30,40.6450000000001,-7.37150786817074
38874,GRB244P12821,16,83.9000000000001,83.9000000000001,19.0760480165482,60.0,83.9,33.56,2023-10-30,50.3400000000001,-3.0760480165481994
42141,GRB244P13146,0,99.9,99.9,8.9428893327713,65.0,99.9,34.965,2023-10-30,64.935,-8.9428893327713
15220,GRB244P13159,0,50.9,50.9,4.29190003871918,65.0,50.9,17.815,2023-10-30,33.084999999999994,-4.29190003871918
12670,GRB244P13178,0,41.8999999999998,41.8999999999998,5.03782376646996,60.0,41.9,16.76,2023-10-30,25.139999999999798,-5.03782376646996
55642,GRB244P13194,0,17.9,17.9,2.40667816996574,60.0,17.9,7.16,2023-10-30,10.739999999999998,-2.40667816996574
73834,GRB244P13214,0,28.9,28.9,2.75633805990219,60.0,28.9,11.56,2023-10-30,17.339999999999996,-2.75633805990219
106589,GRB244P13240,0,26.9,26.9,2.68877267837524,60.0,26.9,10.76,2023-10-30,16.14,-2.68877267837524
76054,GRB244P13243,0,24.9,24.9,2.6190572977066,60.0,24.9,9.96,2023-10-30,14.939999999999998,-2.6190572977066
21654,GRB244P13260,0,32.9,32.9,4.00974969565868,60.0,32.9,13.16,2023-10-30,19.74,-4.00974969565868
55704,GRB244P13274,0,28.9,28.9,2.75534816086292,60.0,28.9,11.56,2023-10-30,17.339999999999996,-2.75534816086292
117557,GRB244P13359,0,52.9,52.9,7.02034613490105,65.0,52.9,18.515,2023-10-30,34.385,-7.02034613490105
18937,GRB244P13362,0,41.9,41.9,4.05650450289249,65.0,41.9,14.665,2023-10-30,27.235,-4.05650450289249
81355,GRB244P13396,0,24.9,24.9,2.6188338547945,60.0,24.9,9.96,2023-10-30,14.939999999999998,-2.6188338547945
43484,GRB244P13398,0,49.9,49.9,4.17242535948753,60.0,49.9,19.96,2023-10-30,29.939999999999998,-4.17242535948753
19342,GRB244P13411,0,26.9,26.9,2.69566939771175,60.0,26.9,10.76,2023-10-30,16.14,-2.69566939771175
73645,GRB244P13477,0,39.9,39.9,2.92570614814758,60.0,39.9,15.96,2023-10-30,23.939999999999998,-2.92570614814758
65696,GRB244P13513,0,29.9,29.9,2.78625130653381,60.0,29.9,11.96,2023-10-30,17.939999999999998,-2.78625130653381
79513,GRB244P13603,0,8.89999999999999,8.89999999999999,2.70054940879345,60.0,8.9,3.56,2023-10-30,5.339999999999989,-2.70054940879345
50290,GRB244P13631,0,89.8999999999999,89.8999999999999,17.3832177817822,60.0,89.9,35.96,2023-10-30,53.939999999999905,-17.3832177817822
88670,GRB244P13632,0,99.8999999999999,99.8999999999999,23.0467279553413,60.0,99.9,39.96,2023-10-30,59.939999999999905,-23.0467279553413
84099,GRB244P13637,0,191.9,191.9,22.3647513389587,70.0,191.9,57.57,2023-10-30,134.33,-22.3647513389587
22611,GRB244P13639,0,24.9,24.9,6.60582092404366,60.0,24.9,9.96,2023-10-30,14.939999999999998,-6.60582092404366
49414,GRB244P13640,0,35.9,35.9,4.35940842330456,60.0,35.9,14.36,2023-10-30,21.54,-4.35940842330456
4280,GRB244P13643,0,26.9,26.9,3.9194855093956,60.0,26.9,10.76,2023-10-30,16.14,-3.9194855093956
44991,GRB244P13645,0,34.9,34.9,4.31678813695908,60.0,34.9,13.96,2023-10-30,20.939999999999998,-4.31678813695908
57552,GRB244P13647,0,49.9,49.9,5.60322260856628,60.0,49.9,19.96,2023-10-30,29.939999999999998,-5.60322260856628
5323,GRB244P14167,24,44.9,44.9,5.14395797252655,60.0,44.9,17.96,2023-10-30,26.939999999999998,18.85604202747345
84615,GRB244P14168,8,28.9,28.9,3.84597983956337,60.0,28.9,11.56,2023-10-30,17.339999999999996,4.15402016043663
112337,GRB244P14169,0,19.9,19.9,2.49142131209373,60.0,19.9,7.96,2023-10-30,11.939999999999998,-2.49142131209373
10422,GRB244P14170,28,16.4714285714286,19.4102040816326,2.85169485211372,60.0,19.9,7.96,2023-10-30,8.511428571428599,25.14830514788628
15749,GRB244P14171,0,34.9,34.9,4.20771619677544,60.0,34.9,13.96,2023-10-30,20.939999999999998,-4.20771619677544
36769,GRB244P14172,0,24.9,24.9,2.47713226079941,60.0,24.9,9.96,2023-10-30,14.939999999999998,-2.47713226079941
10525,GRB244P14222,48,19.8999999999999,19.8999999999999,10.3990632891655,60.0,19.9,7.96,2023-10-30,11.939999999999898,37.6009367108345
105067,GRB244P14223,0,44.9,44.9,7.87677228450775,60.0,44.9,17.96,2023-10-30,26.939999999999998,-7.87677228450775
32164,GRB244P14293,12,86.9,86.9,15.3480936288834,65.0,86.9,30.415,2023-10-30,56.48500000000001,-3.348093628883399
40055,GRB244P14294,0,101.9,101.9,9.08010348677635,65.0,101.9,35.665,2023-10-30,66.23500000000001,-9.08010348677635
58550,GRB244P14295,0,53.9,53.9,7.27155318856239,65.0,53.9,18.865,2023-10-30,35.035,-7.27155318856239
47169,GRB244P14296,30,69.9,69.9,5.49738937616348,60.0,69.9,27.96,2023-10-30,41.940000000000005,24.50261062383652
104575,GRB244P14330,0,56.9,56.9,11.7327538132668,65.0,56.9,19.915,2023-10-30,36.985,-11.7327538132668
73074,GRB244P14333,0,74.9,74.9,3.33284631371498,60.0,74.9,29.96,2023-10-30,44.940000000000005,-3.33284631371498
92153,GRB244P14334,0,59.9,59.9,3.41940940916538,60.0,59.9,23.96,2023-10-30,35.94,-3.41940940916538
35607,GRB244P14335,0,74.9,74.9,5.15217019617558,60.0,74.9,29.96,2023-10-30,44.940000000000005,-5.15217019617558
14858,GRB244P14336,0,84.9,84.9,7.64267832040787,60.0,84.9,33.96,2023-10-30,50.940000000000005,-7.64267832040787
58286,GRB244P14337,7,62.7571428571429,64.5938775510205,7.17248797416687,65.0,64.9,22.715,2023-10-30,40.042142857142906,-0.17248797416687012
45681,GRB244P14338,0,84.9,84.9,7.05881866812706,65.0,84.9,29.715,2023-10-30,55.185,-7.05881866812706
86585,GRB244P14339,16,69.9,84.4714285714286,9.82886707782745,65.0,86.9,30.415,2023-10-30,39.48500000000001,6.17113292217255
36748,GRB244P14340,0,99.9,99.9,10.2119540274143,65.0,99.9,34.965,2023-10-30,64.935,-10.2119540274143
91026,GRB244P14341,0,98.6499999999998,104.007142857143,11.0090690851212,65.0,104.9,36.715,2023-10-30,61.9349999999998,-11.0090690851212
10302,GRB244P14342,14,99.9000000000001,99.9000000000001,13.4726704359055,65.0,99.9,34.965,2023-10-30,64.9350000000001,0.5273295640945008
129333,GRB244P14343,0,134.328571428571,134.328571428571,9.53707653284073,70.0,134.9,40.47,2023-10-30,93.858571428571,-9.53707653284073
62075,GRB244P14344,6,79.9,79.9,10.5119906663895,65.0,79.9,27.965,2023-10-30,51.935,-4.511990666389501
84552,GRB244P14712,12,64.9,64.9,9.48167562484741,60.0,64.9,25.96,2023-10-30,38.940000000000005,2.5183243751525897
41009,GRB244P14842,16,7.89999999999999,7.89999999999999,4.3179250061512,60.0,7.9,3.16,2023-10-30,4.7399999999999896,11.6820749938488
95940,GRB244P14908,24,44.9,44.9,7.79162058234215,60.0,44.9,17.96,2023-10-30,26.939999999999998,16.208379417657852
108625,GRB244P15004,80,22.9,28.9,6.97736269235611,60.0,29.9,11.96,2023-10-30,10.939999999999998,73.02263730764389
57594,GRB244P15005,0,19.9,19.9,3.18083813786507,60.0,19.9,7.96,2023-10-30,11.939999999999998,-3.18083813786507
47599,GRB244P15090,0,154.9,154.9,27.1261097192764,65.0,154.9,54.215,2023-10-30,100.685,-27.1261097192764
50227,GRB244P15091,0,119.9,119.9,17.8494803905487,65.0,119.9,41.965,2023-10-30,77.935,-17.8494803905487
120493,GRB244P15092,16,99.9000000000001,99.9000000000001,17.5478322803974,60.0,99.9,39.96,2023-10-30,59.940000000000104,-1.547832280397401
40017,GRB244P15093,0,79.9000000000001,79.9000000000001,17.9054083824158,60.0,79.9,31.96,2023-10-30,47.940000000000104,-17.9054083824158
83794,GRB244P15094,8,89.9,89.9,30.1784262657166,60.0,89.9,35.96,2023-10-30,53.940000000000005,-22.1784262657166
27564,GRB244P15095,0,59.9,59.9,9.54859757423401,60.0,59.9,23.96,2023-10-30,35.94,-9.54859757423401
86422,GRB244P15414,0,27.9,27.9,13.4521179199219,60.0,27.9,11.16,2023-10-30,16.74,-13.4521179199219
25922,GRB244P15415,0,10.9,10.9,5.12176439166069,60.0,10.9,4.36,2023-10-30,6.54,-5.12176439166069
32419,GRB244P15641,4,39.9,39.9,2.77890026569366,60.0,39.9,15.96,2023-10-30,23.939999999999998,1.22109973430634
78468,GRB244P15642,0,94.9,94.9,10.4992918372154,65.0,94.9,33.215,2023-10-30,61.685,-10.4992918372154
88784,GRB244P15643,0,44.9,44.9,2.9066785722971,60.0,44.9,17.96,2023-10-30,26.939999999999998,-2.9066785722971
38081,GRB244P15644,0,34.9,34.9,2.93012458086014,60.0,34.9,13.96,2023-10-30,20.939999999999998,-2.93012458086014
40660,GRB244P15645,0,79.8999999999999,79.8999999999999,16.6984098255634,60.0,79.9,31.96,2023-10-30,47.939999999999905,-16.6984098255634
33880,GRB244P15692,0,17.9,17.9,2.57163882255554,60.0,17.9,7.16,2023-10-30,10.739999999999998,-2.57163882255554
85781,GRB244P15693,0,49.9,49.9,4.50910386443138,60.0,49.9,19.96,2023-10-30,29.939999999999998,-4.50910386443138
126110,GRB244P15694,32,39.9000000000001,39.9000000000001,3.85812667012215,60.0,39.9,15.96,2023-10-30,23.940000000000097,28.14187332987785
31034,GRB244P15695,0,26.9,26.9,2.78505764901638,60.0,26.9,10.76,2023-10-30,16.14,-2.78505764901638
74549,GRB244P15696,0,54.9000000000001,54.9000000000001,8.28923255205154,60.0,54.9,21.96,2023-10-30,32.9400000000001,-8.28923255205154
91893,GRB244P15758,8,84.9000000000001,84.9000000000001,20.5450489521027,60.0,84.9,33.96,2023-10-30,50.940000000000104,-12.5450489521027
9889,GRB244P15759,0,64.9,64.9,4.61867006123066,60.0,64.9,25.96,2023-10-30,38.940000000000005,-4.61867006123066
7287,GRB244P15782,0,159.9,159.9,9.80985677242279,70.0,159.9,47.97,2023-10-30,111.93,-9.80985677242279
60986,GRB244P15783,0,104.9,104.9,5.66767920553684,65.0,104.9,36.715,2023-10-30,68.185,-5.66767920553684
79843,GRB244P15784,0,74.9,96.3285714285715,5.33691987395287,65.0,99.9,34.965,2023-10-30,39.935,-5.33691987395287
126437,GRB244P15872,0,54.9,54.9,6.96103453636169,60.0,54.9,21.96,2023-10-30,32.94,-6.96103453636169
117578,GRB244P15873,0,64.9,64.9,4.00676256418228,65.0,64.9,22.715,2023-10-30,42.185,-4.00676256418228
103496,GRB244P15874,0,99.8999999999998,99.8999999999998,14.3680485785007,65.0,99.9,34.965,2023-10-30,64.9349999999998,-14.3680485785007
33522,GRB244P15937,32,64.9,64.9,14.6168438196182,65.0,64.9,22.715,2023-10-30,42.185,17.3831561803818
